date;temperature;pluie;majsite;succesAPI
2026-07-03 09:00:00 CEST;20.0;0;2026-07-03 09:30:04 CEST;yes
2026-07-03 09:00:00 CEST;20.0;0;2026-07-03 09:35:04 CEST;yes
2026-07-03 09:00:00 CEST;20.0;0;2026-07-03 09:40:04 CEST;yes
2026-07-03 09:00:00 CEST;20.0;0;2026-07-03 09:45:05 CEST;yes
2026-07-03 09:00:00 CEST;20.0;0;2026-07-03 09:50:05 CEST;yes
2026-07-03 09:00:00 CEST;20.0;0;2026-07-03 09:55:05 CEST;yes
2026-07-03 10:00:00 CEST;21.4;0;2026-07-03 10:15:04 CEST;yes
2026-07-03 10:00:00 CEST;21.4;0;2026-07-03 10:20:03 CEST;yes
2026-07-03 10:00:00 CEST;21.4;0;2026-07-03 10:25:04 CEST;yes
2026-07-03 10:00:00 CEST;21.4;0;2026-07-03 10:30:05 CEST;yes
2026-07-03 10:00:00 CEST;21.4;0;2026-07-03 10:35:05 CEST;yes
2026-07-03 10:00:00 CEST;21.4;0;2026-07-03 10:40:04 CEST;yes
2026-07-03 10:00:00 CEST;21.4;0;2026-07-03 10:45:05 CEST;yes
2026-07-03 10:00:00 CEST;21.4;0;2026-07-03 10:50:05 CEST;yes
2026-07-03 10:00:00 CEST;21.4;0;2026-07-03 10:55:04 CEST;yes
2026-07-03 11:00:00 CEST;23.2;0;2026-07-03 11:15:05 CEST;yes
2026-07-03 11:00:00 CEST;23.2;0;2026-07-03 11:20:04 CEST;yes
2026-07-03 11:00:00 CEST;23.2;0;2026-07-03 11:25:04 CEST;yes
2026-07-03 11:00:00 CEST;23.2;0;2026-07-03 11:30:04 CEST;yes
2026-07-03 11:00:00 CEST;23.2;0;2026-07-03 11:35:04 CEST;yes
2026-07-03 11:00:00 CEST;23.2;0;2026-07-03 11:40:05 CEST;yes
2026-07-03 11:00:00 CEST;23.2;0;2026-07-03 11:45:05 CEST;yes
2026-07-03 11:00:00 CEST;23.2;0;2026-07-03 11:50:04 CEST;yes
2026-07-03 11:00:00 CEST;23.2;0;2026-07-03 11:55:05 CEST;yes
2026-07-03 12:00:00 CEST;24.2;0;2026-07-03 12:15:05 CEST;yes
2026-07-03 12:00:00 CEST;24.2;0;2026-07-03 12:20:04 CEST;yes
2026-07-03 12:00:00 CEST;24.2;0;2026-07-03 12:25:41 CEST;yes
2026-07-03 13:00:00 CEST;24.4;0;2026-07-03 13:50:05 CEST;yes
2026-07-03 13:00:00 CEST;24.4;0;2026-07-03 13:55:04 CEST;yes
2026-07-03 14:00:00 CEST;25.6;0;2026-07-03 14:15:04 CEST;yes
2026-07-03 14:00:00 CEST;25.6;0;2026-07-03 14:20:04 CEST;yes
2026-07-03 14:00:00 CEST;25.6;0;2026-07-03 14:25:04 CEST;yes
2026-07-03 14:00:00 CEST;25.6;0;2026-07-03 14:30:05 CEST;yes
2026-07-03 14:00:00 CEST;25.6;0;2026-07-03 14:35:05 CEST;yes
2026-07-03 14:00:00 CEST;25.6;0;2026-07-03 14:40:05 CEST;yes
2026-07-03 14:00:00 CEST;25.6;0;2026-07-03 14:45:04 CEST;yes
2026-07-03 14:00:00 CEST;25.6;0;2026-07-03 14:50:04 CEST;yes
2026-07-03 14:00:00 CEST;25.6;0;2026-07-03 14:55:03 CEST;yes
2026-07-03 15:00:00 CEST;25.6;0;2026-07-03 15:15:03 CEST;yes
2026-07-03 15:00:00 CEST;25.6;0;2026-07-03 15:20:04 CEST;yes
2026-07-03 15:00:00 CEST;25.6;0;2026-07-03 15:25:05 CEST;yes
2026-07-03 15:00:00 CEST;25.6;0;2026-07-03 15:30:05 CEST;yes
2026-07-03 15:00:00 CEST;25.6;0;2026-07-03 15:35:04 CEST;yes
2026-07-03 15:00:00 CEST;25.6;0;2026-07-03 15:40:05 CEST;yes
2026-07-03 15:00:00 CEST;25.6;0;2026-07-03 15:45:05 CEST;yes
2026-07-03 15:00:00 CEST;25.6;0;2026-07-03 15:50:05 CEST;yes
2026-07-03 15:00:00 CEST;25.6;0;2026-07-03 15:55:04 CEST;yes
2026-07-03 16:00:00 CEST;25.8;0;2026-07-03 16:15:04 CEST;yes
2026-07-03 16:00:00 CEST;25.8;0;2026-07-03 16:20:04 CEST;yes
2026-07-03 16:00:00 CEST;25.8;0;2026-07-03 16:25:04 CEST;yes
2026-07-03 16:00:00 CEST;25.8;0;2026-07-03 16:30:04 CEST;yes
2026-07-03 16:00:00 CEST;25.8;0;2026-07-03 16:35:05 CEST;yes
2026-07-03 16:00:00 CEST;25.8;0;2026-07-03 16:40:04 CEST;yes
2026-07-03 16:00:00 CEST;25.8;0;2026-07-03 16:45:03 CEST;yes
2026-07-03 16:00:00 CEST;25.8;0;2026-07-03 16:50:04 CEST;yes
2026-07-03 16:00:00 CEST;25.8;0;2026-07-03 16:55:05 CEST;yes
2026-07-03 17:00:00 CEST;26.4;0;2026-07-03 17:15:04 CEST;yes
2026-07-03 17:00:00 CEST;26.4;0;2026-07-03 17:24:21 CEST;yes
2026-07-03 20:00:00 CEST;25.9;0;2026-07-03 20:13:27 CEST;yes
2026-07-03 20:00:00 CEST;25.9;0;2026-07-03 20:15:04 CEST;yes
2026-07-03 20:00:00 CEST;25.9;0;2026-07-03 20:20:04 CEST;yes
2026-07-03 20:00:00 CEST;25.9;0;2026-07-03 20:25:04 CEST;yes
2026-07-03 20:00:00 CEST;25.9;0;2026-07-03 20:30:04 CEST;yes
2026-07-03 20:00:00 CEST;25.9;0;2026-07-03 20:40:48 CEST;yes
2026-07-03 20:00:00 CEST;25.9;0;2026-07-03 20:45:03 CEST;yes
2026-07-03 20:00:00 CEST;25.9;0;2026-07-03 20:50:02 CEST;yes
2026-07-03 20:00:00 CEST;25.9;0;2026-07-03 20:55:04 CEST;yes
2026-07-03 21:00:00 CEST;24.1;0;2026-07-03 21:15:06 CEST;yes
2026-07-03 21:00:00 CEST;24.1;0;2026-07-03 21:20:04 CEST;yes
2026-07-03 21:00:00 CEST;24.1;0;2026-07-03 21:25:04 CEST;yes
2026-07-03 21:00:00 CEST;24.1;0;2026-07-03 21:30:04 CEST;yes
2026-07-03 21:00:00 CEST;24.1;0;2026-07-03 21:35:05 CEST;yes
2026-07-03 21:00:00 CEST;24.1;0;2026-07-03 21:40:04 CEST;yes
2026-07-03 21:00:00 CEST;24.1;0;2026-07-03 21:45:05 CEST;yes
2026-07-03 21:00:00 CEST;24.1;0;2026-07-03 21:50:03 CEST;yes
2026-07-03 21:00:00 CEST;24.1;0;2026-07-03 21:55:04 CEST;yes
2026-07-03 22:00:00 CEST;22.0;0;2026-07-03 22:15:04 CEST;yes
2026-07-03 22:00:00 CEST;22.0;0;2026-07-03 22:20:04 CEST;yes
2026-07-03 22:00:00 CEST;22.0;0;2026-07-03 22:25:04 CEST;yes
2026-07-03 22:00:00 CEST;22.0;0;2026-07-03 22:30:04 CEST;yes
2026-07-03 22:00:00 CEST;22.0;0;2026-07-03 22:35:04 CEST;yes
2026-07-03 22:00:00 CEST;22.0;0;2026-07-03 22:40:04 CEST;yes
2026-07-03 22:00:00 CEST;22.0;0;2026-07-03 22:45:04 CEST;yes
2026-07-03 22:00:00 CEST;22.0;0;2026-07-03 22:50:05 CEST;yes
2026-07-03 22:00:00 CEST;22.0;0;2026-07-03 22:55:04 CEST;yes
2026-07-03 23:00:00 CEST;20.4;0;2026-07-03 23:15:04 CEST;yes
2026-07-03 23:00:00 CEST;20.4;0;2026-07-03 23:20:04 CEST;yes
2026-07-03 23:00:00 CEST;20.4;0;2026-07-03 23:25:04 CEST;yes
2026-07-03 23:00:00 CEST;20.4;0;2026-07-03 23:30:05 CEST;yes
2026-07-03 23:00:00 CEST;20.4;0;2026-07-03 23:35:05 CEST;yes
2026-07-03 23:00:00 CEST;20.4;0;2026-07-03 23:40:05 CEST;yes
2026-07-03 23:00:00 CEST;20.4;0;2026-07-03 23:45:05 CEST;yes
2026-07-03 23:00:00 CEST;20.4;0;2026-07-03 23:50:04 CEST;yes
2026-07-03 23:00:00 CEST;20.4;0;2026-07-03 23:55:04 CEST;yes
2026-07-04 00:00:00 CEST;19.4;0;2026-07-04 00:15:04 CEST;yes
2026-07-04 00:00:00 CEST;19.4;0;2026-07-04 00:20:04 CEST;yes
2026-07-04 00:00:00 CEST;19.4;0;2026-07-04 00:25:05 CEST;yes
2026-07-04 00:00:00 CEST;19.4;0;2026-07-04 00:30:05 CEST;yes
2026-07-04 00:00:00 CEST;19.4;0;2026-07-04 00:35:05 CEST;yes
2026-07-04 00:00:00 CEST;19.4;0;2026-07-04 00:40:04 CEST;yes
2026-07-04 00:00:00 CEST;19.4;0;2026-07-04 00:45:04 CEST;yes
2026-07-04 00:00:00 CEST;19.4;0;2026-07-04 00:50:05 CEST;yes
2026-07-04 00:00:00 CEST;19.4;0;2026-07-04 00:55:05 CEST;yes
2026-07-04 01:00:00 CEST;18.8;0;2026-07-04 01:15:05 CEST;yes
2026-07-04 01:00:00 CEST;18.8;0;2026-07-04 01:20:04 CEST;yes
2026-07-04 01:00:00 CEST;18.8;0;2026-07-04 01:25:04 CEST;yes
2026-07-04 01:00:00 CEST;18.8;0;2026-07-04 01:30:04 CEST;yes
2026-07-04 01:00:00 CEST;18.8;0;2026-07-04 01:35:04 CEST;yes
2026-07-04 01:00:00 CEST;18.8;0;2026-07-04 01:40:04 CEST;yes
2026-07-04 01:00:00 CEST;18.8;0;2026-07-04 01:45:04 CEST;yes
2026-07-04 01:00:00 CEST;18.8;0;2026-07-04 01:50:03 CEST;yes
2026-07-04 01:00:00 CEST;18.8;0;2026-07-04 01:55:03 CEST;yes
2026-07-04 02:00:00 CEST;18.4;0;2026-07-04 02:15:04 CEST;yes
2026-07-04 02:00:00 CEST;18.4;0;2026-07-04 02:20:04 CEST;yes
2026-07-04 02:00:00 CEST;18.4;0;2026-07-04 02:25:05 CEST;yes
2026-07-04 02:00:00 CEST;18.4;0;2026-07-04 02:30:05 CEST;yes
2026-07-04 02:00:00 CEST;18.4;0;2026-07-04 02:35:05 CEST;yes
2026-07-04 02:00:00 CEST;18.4;0;2026-07-04 02:40:04 CEST;yes
2026-07-04 02:00:00 CEST;18.4;0;2026-07-04 02:45:04 CEST;yes
2026-07-04 02:00:00 CEST;18.4;0;2026-07-04 02:50:04 CEST;yes
2026-07-04 02:00:00 CEST;18.4;0;2026-07-04 02:55:05 CEST;yes
2026-07-04 03:00:00 CEST;17.0;0;2026-07-04 03:15:05 CEST;yes
2026-07-04 03:00:00 CEST;17.0;0;2026-07-04 03:20:05 CEST;yes
2026-07-04 03:00:00 CEST;17.0;0;2026-07-04 03:25:05 CEST;yes
2026-07-04 03:00:00 CEST;17.0;0;2026-07-04 03:30:04 CEST;yes
2026-07-04 03:00:00 CEST;17.0;0;2026-07-04 03:35:04 CEST;yes
2026-07-04 03:00:00 CEST;17.0;0;2026-07-04 03:40:04 CEST;yes
2026-07-04 03:00:00 CEST;17.0;0;2026-07-04 03:45:04 CEST;yes
2026-07-04 03:00:00 CEST;17.0;0;2026-07-04 03:50:05 CEST;yes
2026-07-04 03:00:00 CEST;17.0;0;2026-07-04 03:55:05 CEST;yes
2026-07-04 04:00:00 CEST;17.6;0;2026-07-04 04:15:05 CEST;yes
2026-07-04 04:00:00 CEST;17.6;0;2026-07-04 04:20:04 CEST;yes
2026-07-04 04:00:00 CEST;17.6;0;2026-07-04 04:25:04 CEST;yes
2026-07-04 04:00:00 CEST;17.6;0;2026-07-04 04:30:04 CEST;yes
2026-07-04 04:00:00 CEST;17.6;0;2026-07-04 04:35:04 CEST;yes
2026-07-04 04:00:00 CEST;17.6;0;2026-07-04 04:40:04 CEST;yes
2026-07-04 04:00:00 CEST;17.6;0;2026-07-04 04:45:04 CEST;yes
2026-07-04 04:00:00 CEST;17.6;0;2026-07-04 04:50:05 CEST;yes
2026-07-04 04:00:00 CEST;17.6;0;2026-07-04 04:55:05 CEST;yes
2026-07-04 05:00:00 CEST;16.8;0;2026-07-04 05:15:05 CEST;yes
2026-07-04 05:00:00 CEST;16.8;0;2026-07-04 05:20:04 CEST;yes
2026-07-04 05:00:00 CEST;16.8;0;2026-07-04 05:25:04 CEST;yes
2026-07-04 05:00:00 CEST;16.8;0;2026-07-04 05:30:04 CEST;yes
2026-07-04 05:00:00 CEST;16.8;0;2026-07-04 05:35:04 CEST;yes
2026-07-04 05:00:00 CEST;16.8;0;2026-07-04 05:40:04 CEST;yes
2026-07-04 05:00:00 CEST;16.8;0;2026-07-04 05:45:04 CEST;yes
2026-07-04 05:00:00 CEST;16.8;0;2026-07-04 05:50:04 CEST;yes
2026-07-04 05:00:00 CEST;16.8;0;2026-07-04 05:55:04 CEST;yes
2026-07-04 06:00:00 CEST;15.8;0;2026-07-04 06:25:05 CEST;yes
2026-07-04 06:00:00 CEST;15.8;0;2026-07-04 06:30:05 CEST;yes
2026-07-04 06:00:00 CEST;15.8;0;2026-07-04 06:35:05 CEST;yes
2026-07-04 06:00:00 CEST;15.8;0;2026-07-04 06:40:05 CEST;yes
2026-07-04 06:00:00 CEST;15.8;0;2026-07-04 06:45:05 CEST;yes
2026-07-04 06:00:00 CEST;15.8;0;2026-07-04 06:50:04 CEST;yes
2026-07-04 06:00:00 CEST;15.8;0;2026-07-04 06:55:04 CEST;yes
2026-07-04 07:00:00 CEST;16.0;0;2026-07-04 07:54:43 CEST;yes
2026-07-04 10:00:00 CEST;22.0;0;2026-07-04 10:14:02 CEST;yes
2026-07-04 10:00:00 CEST;22.0;0;2026-07-04 10:58:42 CEST;yes
2026-07-04 11:00:00 CEST;24.9;0;2026-07-04 11:23:26 CEST;yes
2026-07-04 11:00:00 CEST;24.9;0;2026-07-04 11:25:04 CEST;yes
2026-07-04 11:00:00 CEST;24.9;0;2026-07-04 11:30:04 CEST;yes
2026-07-04 11:00:00 CEST;24.9;0;2026-07-04 11:35:05 CEST;yes
2026-07-04 12:00:00 CEST;26.6;0;2026-07-04 12:23:59 CEST;yes
2026-07-04 12:00:00 CEST;26.6;0;2026-07-04 12:25:04 CEST;yes
2026-07-04 12:00:00 CEST;26.6;0;2026-07-04 12:30:04 CEST;yes
2026-07-04 12:00:00 CEST;26.6;0;2026-07-04 12:35:04 CEST;yes
2026-07-04 12:00:00 CEST;26.6;0;2026-07-04 12:40:05 CEST;yes
2026-07-04 12:00:00 CEST;26.6;0;2026-07-04 12:45:05 CEST;yes
2026-07-04 12:00:00 CEST;26.6;0;2026-07-04 12:50:03 CEST;yes
2026-07-04 12:00:00 CEST;26.6;0;2026-07-04 12:55:05 CEST;yes
2026-07-04 13:00:00 CEST;28.1;0;2026-07-04 13:15:05 CEST;yes
2026-07-04 13:00:00 CEST;28.1;0;2026-07-04 13:20:05 CEST;yes
2026-07-04 13:00:00 CEST;28.1;0;2026-07-04 13:28:56 CEST;yes
2026-07-04 13:00:00 CEST;28.1;0;2026-07-04 13:30:04 CEST;yes
2026-07-04 13:00:00 CEST;28.1;0;2026-07-04 13:35:05 CEST;yes
2026-07-04 13:00:00 CEST;28.1;0;2026-07-04 13:40:05 CEST;yes
2026-07-04 13:00:00 CEST;28.1;0;2026-07-04 13:45:05 CEST;yes
2026-07-04 13:00:00 CEST;28.1;0;2026-07-04 13:50:05 CEST;yes
2026-07-04 13:00:00 CEST;28.1;0;2026-07-04 13:55:04 CEST;yes
2026-07-04 14:00:00 CEST;28.6;0;2026-07-04 14:15:04 CEST;yes
2026-07-04 14:00:00 CEST;28.6;0;2026-07-04 14:23:53 CEST;yes
2026-07-04 14:00:00 CEST;28.6;0;2026-07-04 14:25:04 CEST;yes
2026-07-04 14:00:00 CEST;28.6;0;2026-07-04 14:30:05 CEST;yes
2026-07-04 14:00:00 CEST;28.6;0;2026-07-04 14:35:05 CEST;yes
2026-07-04 14:00:00 CEST;28.6;0;2026-07-04 14:40:04 CEST;yes
2026-07-04 14:00:00 CEST;28.6;0;2026-07-04 14:45:04 CEST;yes
2026-07-04 14:00:00 CEST;28.6;0;2026-07-04 14:50:06 CEST;yes
2026-07-04 17:00:00 CEST;28.9;0;2026-07-04 17:30:06 CEST;yes
2026-07-04 17:00:00 CEST;28.9;0;2026-07-04 17:35:05 CEST;yes
2026-07-04 17:00:00 CEST;28.9;0;2026-07-04 17:40:05 CEST;yes
2026-07-04 19:00:00 CEST;29.0;0;2026-07-04 19:41:43 CEST;yes
